Instance, N, M, density %, max_deg, mean_deg, sd_deg, n_neg %, n_zero %, n_pos %, max_precision, mean_w, sd_w,interesting,toroidal
g000779,1334,1927,0.217,4.000,2.889,0.761,0.000,0,100.000,6,183984.773,147353.973,1,
g000781,100,495,10.000,22.000,9.900,3.103,0.000,0,100.000,2,5.507,2.864,1,
g000782,320,640,1.254,15.000,4.000,2.161,0.000,0,100.000,3,105.109,24.014,1,
g000783,888,96792,24.577,250.000,218.000,9.505,0.000,0,100.000,13,7.476,2.742,1,
g000784,805,42665,13.184,125.000,106.000,6.267,0.000,0,100.000,12,59.308,15.359,1,
g000785,3041,5693,0.123,4.000,3.744,0.475,0.000,0,100.000,2,8.930,3.998,1,
g000786,693,84200,35.116,278.000,243.001,12.956,0.000,0,100.000,12,15.717,2.529,1,
g000787,640,40896,20.000,158.000,127.800,9.961,0.000,0,100.000,3,102.220,17.182,1,
g000788,2342,2404777,87.724,2103.000,2053.610,15.898,0.000,0,100.000,12,1.591,1.130,1,
g000789,80,632,20.000,28.000,15.800,3.621,0.000,0,100.000,3,151.427,61.322,,
g000790,216,323,1.391,4.000,2.991,0.700,0.000,0,100.000,3,109.947,110.535,1,
g000791,25,29,9.667,3.000,2.320,0.614,0.000,0,100.000,1,1.000,0.000,,
g000792,100,482,9.737,19.000,9.640,3.008,48.133,0,51.867,3,49.369,28.907,,
g000793,320,1845,3.615,21.000,11.531,3.247,0.000,0,100.000,3,150.248,59.895,1,
g000794,3023,5575,0.122,4.000,3.688,0.525,0.000,0,100.000,2,8.988,3.998,1,
g000795,940,1474,0.334,4.000,3.136,0.712,0.000,0,100.000,2,8.468,3.958,1,
g000796,674,54706,24.121,205.000,162.332,10.595,47.412,0,52.588,16,46.126,34.811,1,
g000797,3000,24045,0.535,30.000,16.030,3.952,0.000,0,100.000,1,2.338,1.245,1,
g000798,225,323,1.282,4.000,2.871,0.671,0.000,0,100.000,7,513721.678,417657.584,1,
g000799,75,150,5.405,8.000,4.000,1.705,0.000,0,100.000,2,5.693,2.906,1,
g000800,69,93,3.964,4.000,2.696,0.728,0.000,0,100.000,7,811693.731,661735.316,1,
g000801,400,1442,1.807,16.000,7.210,2.659,0.000,0,100.000,4,5263.428,1925.000,1,
g000802,3956,1034494,13.224,523.000,523.000,0.000,0.000,0,100.000,12,5.131,0.379,1,
g000803,640,960,0.469,11.000,3.000,1.694,0.000,0,100.000,3,101.576,15.523,1,
g000804,775,1550,0.517,4.000,4.000,0.000,0.000,0,100.000,16,0.311,0.297,1,1
g000805,949,172718,38.397,400.000,364.000,11.698,39.251,0,60.749,1,1.000,0.000,1,
g000806,2500,309224,9.899,299.000,247.379,15.010,49.827,0,50.173,3,50.197,28.740,1,
g000807,1407,3758,0.380,146.000,5.342,7.124,0.000,0,100.000,16,0.042,0.041,1,
g000808,6347,1687182,8.378,6346.000,531.647,1214.891,0.000,0,100.000,16,0.032,0.032,1,
g000809,6525,9847350,46.265,6496.000,3018.345,1764.404,43.259,0,56.741,16,28.449,21.492,1,
g000810,1000,150121,30.054,350.000,300.242,14.404,0.000,0,100.000,12,26.514,17.115,1,
g000811,728,1456,0.550,4.000,4.000,0.000,0.000,0,100.000,12,1.644,0.951,1,1
g000812,645,13979,6.731,541.000,43.346,73.722,0.000,0,100.000,1,1.000,0.000,,
g000813,207,284,1.332,4.000,2.744,0.797,0.000,0,100.000,7,469688.965,381770.983,1,
g000814,928,173670,40.376,431.000,374.289,14.919,0.000,0,100.000,15,0.285,0.117,1,
g000815,1000,254000,50.851,508.000,508.000,0.000,0.000,0,100.000,1,9.000,0.000,1,
g000816,640,40896,20.000,158.000,127.800,10.230,0.000,0,100.000,3,150.008,61.650,1,
g000817,80,632,20.000,22.000,15.800,3.164,0.000,0,100.000,3,116.543,39.104,,
g000818,1099,20255,3.357,49.000,36.861,2.809,21.540,2,76.347,2,14.981,10.559,1,
g000819,77,95,3.247,4.000,2.468,0.846,0.000,0,100.000,7,711387.126,520759.563,1,
g000822,60,885,50.000,40.000,29.500,4.023,0.000,0,100.000,1,1.000,0.000,,
g000823,45,270,27.273,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000824,160,269,2.115,4.000,3.362,0.627,0.000,0,100.000,3,53.859,44.112,1,
g000825,450,5714,5.656,42.000,25.396,5.363,0.000,0,100.000,1,1.000,0.000,,
g000826,217,306,1.306,4.000,2.820,0.756,0.000,0,100.000,7,458228.075,368308.291,1,
g000827,25,60,20.000,6.000,4.800,0.980,0.000,0,100.000,1,1.000,0.000,,
g000829,3372,1611611,28.356,2717.000,955.878,433.827,0.000,0,100.000,12,3.344,33.105,1,
g000830,609,932,0.503,4.000,3.061,0.664,0.000,0,100.000,2,8.502,3.960,1,
g000831,3292,2201442,40.640,1474.000,1337.450,39.781,0.000,0,100.000,12,1.629,1.251,1,
g000832,512,2304,1.761,9.000,9.000,0.000,0.000,0,100.000,3,105.013,3.102,,
g000833,2000,15835,0.792,30.000,15.835,3.952,0.000,0,100.000,1,2.342,1.243,1,
g000834,181,231,1.418,4.000,2.552,0.954,0.000,0,100.000,7,448705.861,307034.273,1,
g000835,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,119.414,42.608,1,
g000836,250,31125,100.000,249.000,249.000,0.000,42.811,14,42.435,6,595.903,6317.424,1,
g000837,100,495,10.000,18.000,9.900,3.189,0.000,0,100.000,2,5.519,2.860,1,
g000838,100,180,3.636,4.000,3.600,0.566,0.000,0,100.000,4,727.778,441.757,1,
g000839,547,1115,0.747,5.000,4.077,0.661,0.000,0,100.000,6,18664.526,38930.592,1,
g000840,80,641,20.285,23.000,16.025,3.442,44.306,0,55.694,2,25.532,14.428,,
g000841,100,4455,90.000,94.000,89.100,2.711,48.956,4,46.622,2,5.221,3.033,,
g000842,250,4500,14.458,50.000,36.000,5.696,0.000,0,100.000,16,0.014,0.013,1,
g000843,395,512,0.658,9.000,2.592,1.344,0.000,0,100.000,1,1.000,0.000,1,
g000844,160,240,1.887,11.000,3.000,1.703,0.000,0,100.000,3,131.904,52.741,1,
g000845,2197,469984,19.483,570.000,427.842,109.544,0.000,0,100.000,15,0.045,0.021,1,
g000846,2000,15751,0.788,29.000,15.751,3.946,0.000,0,100.000,1,2.343,1.243,1,
g000847,320,1845,3.615,21.000,11.531,3.152,0.000,0,100.000,3,108.515,29.428,1,
g000849,320,10208,20.000,85.000,63.800,7.202,0.000,0,100.000,3,120.678,43.722,1,
g000850,29,28,6.897,3.000,1.931,0.828,0.000,0,100.000,7,1286222.893,772011.813,,
g000851,596,127189,71.733,458.000,426.809,11.278,6.529,0,93.471,16,20.176,12.981,1,
g000852,2500,309740,9.916,296.000,247.792,14.731,49.785,0,50.215,3,50.349,28.710,1,
g000853,150,11175,100.000,149.000,149.000,0.000,37.602,24,37.682,6,907.704,8460.459,1,
g000854,80,160,5.063,8.000,4.000,1.725,0.000,0,100.000,3,121.694,45.784,1,
g000855,600,1200,0.668,4.000,4.000,0.000,0.000,0,100.000,1,7.000,0.000,,1
g000856,800,19176,6.000,69.000,47.940,6.658,50.443,0,49.557,1,1.000,0.000,1,
g000857,983,334066,69.215,728.000,679.687,15.090,31.731,0,68.269,16,19.954,14.951,1,
g000859,5709,8069490,49.526,5597.000,2826.936,1387.483,0.000,0,100.000,16,0.016,0.016,1,
g000860,80,350,11.076,18.000,8.750,2.643,0.000,0,100.000,3,147.700,57.666,,
g000861,244,337,1.137,4.000,2.762,0.830,0.000,0,100.000,3,120.178,88.447,1,
g000862,500,12500,10.020,61.000,50.000,4.110,0.000,0,100.000,12,32.801,11.340,1,
g000863,640,1280,0.626,12.000,4.000,1.932,0.000,0,100.000,3,102.666,18.729,1,
g000864,1288,532579,64.257,882.000,826.986,17.656,4.477,1,94.047,2,30.167,19.060,1,
g000865,500,6000,4.810,37.000,24.000,3.303,0.000,0,100.000,16,1959.362,47615.622,1,
g000866,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,107.301,27.844,1,
g000867,1011,2010,0.394,12.000,3.976,0.848,0.000,0,100.000,6,8162.879,27366.012,1,
g000868,256,1024,3.137,8.000,8.000,0.000,0.000,0,100.000,3,104.980,3.072,,
g000869,640,40896,20.000,156.000,127.800,10.201,0.000,0,100.000,3,107.305,27.796,1,
g000870,3669,2268082,33.706,1338.000,1236.349,27.853,73.047,0,26.953,1,1.000,0.000,,
g000871,200,5916,29.729,76.000,59.160,5.982,50.321,0,49.679,2,25.848,14.386,1,
g000872,97,135,2.899,4.000,2.784,0.763,0.000,0,100.000,7,665464.311,579423.788,1,
g000873,4102,238105,2.831,228.000,116.092,75.694,27.618,0,72.382,1,1.000,0.000,1,
g000874,36,317,50.317,19.000,17.611,2.649,0.000,0,100.000,1,1.000,0.000,,
g000875,1000,240016,48.051,528.000,480.032,15.343,0.000,0,100.000,16,0.016,0.016,1,
g000876,262,487,1.424,7.000,3.718,0.789,0.000,0,100.000,4,175.887,373.331,1,
g000878,629,152847,77.389,486.000,486.000,0.000,15.103,0,84.897,16,7.441,5.177,1,
g000879,100,304,6.141,12.000,6.080,2.365,49.013,0,50.987,3,50.891,27.812,1,
g000880,80,632,20.000,28.000,15.800,3.819,0.000,0,100.000,3,150.134,60.647,,
g000881,5898,13329168,76.647,4639.000,4519.894,32.754,89.336,0,10.664,1,1.000,0.000,,
g000882,150,11175,100.000,149.000,149.000,0.000,48.170,4,47.776,6,965.095,7889.303,1,
g000883,4026,8052,0.099,4.000,4.000,0.000,0.000,0,100.000,1,8.000,0.000,1,1
g000884,969,193753,41.312,444.000,399.903,14.977,0.000,0,100.000,12,7.918,2.365,1,
g000885,60,1751,98.927,59.000,58.367,0.816,100.000,0,0.000,3,50.528,28.701,,
g000886,160,2544,20.000,46.000,31.800,5.202,0.000,0,100.000,3,148.597,60.497,1,
g000887,6262,3193620,16.291,1070.000,1020.000,13.370,64.086,0,35.914,1,1.000,0.000,,
g000889,35,315,52.941,18.000,18.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000890,250,3114,10.005,35.000,24.912,4.482,49.518,0,50.482,3,50.601,28.803,1,
g000891,100,4950,100.000,99.000,99.000,0.000,0.000,0,100.000,15,1700.557,910.257,1,
g000892,534,3204,2.251,20.000,12.000,2.334,0.000,0,100.000,16,5902.184,146888.069,1,
g000893,800,19176,6.000,75.000,47.940,6.672,50.167,0,49.833,1,1.000,0.000,1,
g000894,673,39034,17.262,137.000,116.000,7.134,0.000,0,100.000,12,27.381,8.657,1,
g000895,42,185,21.487,17.000,8.810,3.164,0.000,0,100.000,5,15512.778,11814.103,,
g000896,500,12330,9.884,67.000,49.320,6.564,49.757,0,50.243,3,50.401,28.718,1,
g000897,120,167,2.339,4.000,2.783,0.777,0.000,0,100.000,7,640712.790,508150.431,1,
g000899,752,1264,0.448,4.000,3.362,0.664,0.000,0,100.000,2,8.595,3.973,1,
g000900,53,1378,100.000,52.000,52.000,0.000,0.000,0,100.000,16,0.024,0.023,1,
g000901,10393,18043,0.033,4.000,3.472,0.612,0.000,0,100.000,2,8.882,3.998,1,
g000902,1544,634112,53.233,962.000,821.389,43.974,90.022,0,9.978,1,1.000,0.000,,
g000903,40,240,30.769,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000904,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,107.300,27.834,1,
g000905,80,632,20.000,24.000,15.800,3.385,0.000,0,100.000,3,153.369,61.866,,
g000907,592,71632,40.948,269.000,242.000,9.168,0.000,0,100.000,12,1.477,0.768,1,
g000908,640,960,0.469,10.000,3.000,1.715,0.000,0,100.000,3,108.642,30.250,1,
g000909,966,1666,0.357,4.000,3.449,0.666,0.000,0,100.000,2,8.510,3.965,1,
g000910,200,15771,79.251,175.000,157.710,5.889,50.181,0,49.819,2,25.666,14.397,,
g000912,100,4901,99.010,99.000,98.020,0.927,50.153,0,49.847,1,1.000,0.000,,
g000913,25,150,50.000,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000914,496,14415,11.742,60.000,58.125,7.262,0.000,0,100.000,1,5.000,0.000,,
g000915,740,46157,16.881,159.000,124.749,7.124,1.356,1,97.233,2,35.563,21.339,1,
g000916,640,1280,0.626,14.000,4.000,2.078,0.000,0,100.000,3,101.990,15.949,1,
g000917,80,316,10.000,15.000,7.900,2.956,53.481,0,46.519,1,1.000,0.000,,
g000918,120,5624,78.768,102.000,93.733,4.059,50.284,0,49.716,2,25.570,14.535,,
g000919,3914,3432765,44.827,1991.000,1754.096,73.164,3.539,0,96.461,1,1.000,0.000,,
g000920,917,28427,6.769,62.000,62.000,0.000,0.000,0,100.000,1,6.000,0.000,1,
g000921,36711,68117,0.010,4.000,3.711,0.492,0.000,0,100.000,2,8.934,3.999,1,
g000922,640,960,0.469,13.000,3.000,1.755,0.000,0,100.000,3,151.568,62.244,1,
g000923,80,316,10.000,16.000,7.900,2.809,48.418,0,51.582,1,1.000,0.000,,
g000924,300,44850,100.000,299.000,299.000,0.000,38.794,22,38.299,6,501.669,5685.490,1,
g000925,308,431,0.912,4.000,2.799,0.772,0.000,0,100.000,4,640.165,1382.902,1,
g000926,181,264,1.621,4.000,2.917,0.779,0.000,0,100.000,7,521504.163,412807.046,1,
g000927,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,149.513,61.359,1,
g000928,640,1280,0.626,14.000,4.000,2.078,0.000,0,100.000,3,101.990,15.949,1,
g000929,1200,10002,1.390,68.000,16.670,15.421,0.000,0,100.000,1,1.000,0.000,,
g000930,3000,6000,0.133,4.000,4.000,0.000,0.000,0,100.000,12,4.714,0.313,1,1
g000931,822,148472,44.001,711.000,361.246,132.758,48.816,0,51.184,1,1.000,0.000,1,
g000932,35,315,52.941,18.000,18.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000933,25,60,20.000,6.000,4.800,0.980,0.000,0,100.000,1,1.000,0.000,,
g000934,610,50033,26.936,175.000,164.043,3.542,0.000,0,100.000,12,1.758,1.701,1,
g000935,100,490,9.899,20.000,9.800,3.040,47.347,0,52.653,3,49.404,28.373,,
g000936,160,812,6.384,19.000,10.150,3.077,0.000,0,100.000,3,108.548,28.499,1,
g000937,80,120,3.797,8.000,3.000,1.651,0.000,0,100.000,3,153.842,62.581,1,
g000938,1000,5916,1.184,171.000,11.832,12.400,0.000,0,100.000,1,1.000,0.000,1,
g000939,1000,234750,46.997,922.000,469.500,176.450,0.000,0,100.000,12,33.949,10.937,1,
g000940,536,55208,38.505,232.000,206.000,8.377,0.000,0,100.000,2,10.000,0.000,1,
g000941,1273,1814,0.224,4.000,2.850,0.736,0.000,0,100.000,6,184455.439,145059.519,1,
g000942,512,1536,1.174,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g000943,8000,63812,0.199,30.000,15.953,3.976,0.000,0,100.000,1,2.344,1.252,1,
g000946,100,4901,99.010,99.000,98.020,0.938,49.276,0,50.724,1,1.000,0.000,,
g000947,932,1304,0.301,62.000,2.798,3.695,0.000,0,100.000,2,10.000,0.000,1,
g000948,921,180516,42.609,425.000,392.000,10.904,0.000,0,100.000,13,0.800,0.121,1,
g000949,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g000950,2000,19990,1.000,40.000,19.990,4.562,50.200,0,49.800,1,1.000,0.000,1,
g000951,1250,2343,0.300,8.000,3.749,3.833,0.000,0,100.000,5,1443.449,2632.410,1,
g000952,307,559,1.190,6.000,3.642,0.800,0.000,0,100.000,6,13779.274,34428.178,1,
g000953,2000,11779,0.589,249.000,11.779,13.893,49.486,0,50.514,1,1.000,0.000,1,
g000954,4055,1127290,13.715,611.000,556.000,16.086,0.000,0,100.000,12,5.446,0.472,1,
g000955,3691,301458,4.427,217.000,163.348,12.567,0.000,0,100.000,14,0.416,0.137,1,
g000956,1600,12779,0.999,29.000,15.974,4.011,0.000,0,100.000,1,2.344,1.243,1,
g000957,1816,1463942,88.830,1680.000,1612.271,13.517,4.278,0,95.722,16,19.305,11.954,1,
g000958,2000,16062,0.804,33.000,16.062,3.999,0.000,0,100.000,1,2.344,1.243,1,
g000959,2778,1865914,48.374,1428.000,1343.351,26.149,0.000,1,98.757,2,39.480,23.081,1,
g000960,1711,95874,6.554,114.000,112.068,10.315,0.000,0,100.000,13,16.490,9.151,1,
g000961,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,115.137,38.247,1,
g000962,160,812,6.384,18.000,10.150,2.782,0.000,0,100.000,3,115.791,38.047,1,
g000963,104,135,2.521,4.000,2.596,0.849,0.000,0,100.000,7,660248.148,553019.106,1,
g000964,200,5908,29.688,76.000,59.080,6.533,50.677,0,49.323,2,25.535,14.360,1,
g000965,938,181545,41.312,937.000,387.090,267.993,0.000,0,100.000,13,0.727,0.128,1,
g000966,640,1280,0.626,14.000,4.000,1.949,0.000,0,100.000,3,150.632,61.131,1,
g000967,2100,4200,0.191,4.000,4.000,0.000,72.976,0,27.024,1,1.000,0.000,1,1
g000968,200,1924,9.668,37.000,19.240,4.306,50.260,0,49.740,2,24.710,14.228,1,
g000969,2453,2581494,85.839,2174.000,2104.765,17.223,45.213,0,54.787,16,26.768,20.222,1,
g000970,320,640,1.254,11.000,4.000,1.951,0.000,0,100.000,3,149.547,61.868,1,
g000971,4143,652804,7.608,710.000,315.136,190.735,2.615,0,97.385,16,19.712,9.653,1,
g000972,1187,54999,7.814,126.000,92.669,9.243,2.440,0,97.560,15,30.082,16.417,1,
g000973,1331,19965,2.256,30.000,30.000,0.000,0.000,0,100.000,3,114.692,29.032,1,
g000974,640,1280,0.626,12.000,4.000,2.012,0.000,0,100.000,3,107.124,27.291,1,
g000975,2549,6911,0.213,193.000,5.423,7.530,0.000,0,100.000,16,0.012,0.011,1,
g000976,1000,49865,9.983,135.000,99.730,9.583,50.115,0,49.885,3,50.224,28.739,1,
g000977,160,812,6.384,20.000,10.150,3.111,0.000,0,100.000,3,115.454,38.423,1,
g000978,400,3194,4.003,29.000,15.970,4.007,0.000,0,100.000,1,2.353,1.237,1,
g000979,643,16999,8.236,98.000,52.874,25.329,0.000,0,100.000,1,9.000,0.000,,
g000980,3932,6137,0.079,4.000,3.122,0.687,0.000,0,100.000,2,8.800,3.993,1,
g000981,110,188,3.136,6.000,3.418,0.731,0.000,0,100.000,6,21820.213,41163.446,1,
g000982,80,350,11.076,19.000,8.750,2.745,0.000,0,100.000,3,122.386,41.811,1,
g000983,5646,9441435,59.247,3471.000,3344.469,36.784,0.000,0,100.000,1,7.000,0.000,1,
g000984,4310,5655060,60.899,2730.000,2624.158,31.741,0.000,0,100.000,16,0.037,0.037,1,
g000985,1728,4425,0.297,151.000,5.122,7.003,0.000,0,100.000,13,0.819,0.111,1,
g000986,6212,3168120,16.422,1020.000,1020.000,0.000,0.000,0,100.000,12,11.703,1.241,1,
g000987,80,632,20.000,26.000,15.800,3.645,0.000,0,100.000,3,141.451,56.741,,
g000988,100,317,6.404,13.000,6.340,2.219,0.000,0,100.000,5,52284.669,27836.710,1,
g000989,2319,2318,0.086,4.000,1.999,0.842,0.000,0,100.000,1,1.002,0.039,1,
g000990,80,3128,98.987,79.000,78.200,0.927,49.105,0,50.895,1,1.000,0.000,,
g000991,450,9757,9.658,68.000,43.364,6.580,0.000,0,100.000,1,1.000,0.000,,
g000992,2500,309140,9.896,297.000,247.312,15.137,49.802,0,50.198,3,50.215,28.754,1,
g000993,95,755,16.909,47.000,15.895,8.843,0.000,0,100.000,1,1.000,0.000,,
g000994,100,4906,99.111,99.000,98.120,0.920,49.755,0,50.245,2,25.594,14.463,,
g000995,6810,151472,0.653,58.000,44.485,3.481,7.583,1,90.869,2,27.929,18.374,1,
g000996,80,120,3.797,8.000,3.000,1.775,0.000,0,100.000,3,114.808,37.321,1,
g000997,250,3035,9.751,34.000,24.280,4.470,50.082,0,49.918,3,50.534,28.721,1,
g000998,4636,6494255,60.446,2903.000,2801.663,33.595,60.755,0,39.245,1,1.000,0.000,,
g000999,100,4903,99.051,99.000,98.060,0.810,100.000,0,0.000,3,50.678,28.743,,
g001000,640,1280,0.626,14.000,4.000,1.949,0.000,0,100.000,3,150.632,61.131,1,
g001001,552,1104,0.726,4.000,4.000,0.000,0.000,0,100.000,12,10.719,3.140,1,1
g001002,6227,5274123,27.208,1876.000,1693.953,39.214,0.000,0,100.000,1,2.000,0.000,,
g001003,640,960,0.469,11.000,3.000,1.785,0.000,0,100.000,3,102.032,16.417,1,
g001004,4640,8255,0.077,4.000,3.558,0.586,0.000,0,100.000,2,8.803,3.994,1,
g001005,100,4455,90.000,94.000,89.100,2.711,0.000,0,100.000,2,5.523,2.857,,
g001006,1000,7868,1.575,28.000,15.736,3.846,0.000,0,100.000,1,2.349,1.241,1,
g001007,80,160,5.063,7.000,4.000,1.666,0.000,0,100.000,3,117.387,38.296,1,
g001008,800,1600,0.501,4.000,4.000,0.000,0.000,0,100.000,12,48.437,16.848,1,1
g001009,2220,4440,0.180,4.000,4.000,0.000,0.000,0,100.000,1,9.000,0.000,1,1
g001010,2500,310471,9.939,311.000,248.377,15.193,49.751,0,50.249,3,50.231,28.726,1,
g001011,64,192,9.524,6.000,6.000,0.000,0.000,0,100.000,3,104.922,3.144,,
g001012,500,12372,9.917,71.000,49.488,6.732,50.339,0,49.661,3,50.026,28.685,1,
g001013,625,48608,24.927,277.000,155.546,84.218,0.000,0,100.000,13,0.778,0.132,1,
g001014,50,63,5.143,9.000,2.520,1.758,0.000,0,100.000,2,5.698,2.799,1,
g001015,100,200,4.040,4.000,4.000,0.000,52.500,0,47.500,6,76895.545,58757.001,1,1
g001016,640,4135,2.022,30.000,12.922,3.609,0.000,0,100.000,3,115.916,38.511,1,
g001017,30,435,100.000,29.000,29.000,0.000,0.000,0,100.000,16,0.018,0.016,1,
g001018,547,59550,39.878,546.000,217.733,157.718,0.000,0,100.000,12,4.194,0.289,1,
g001019,100,2475,50.000,59.000,49.500,4.355,47.838,4,47.313,2,5.378,3.042,,
g001020,8007,14743,0.046,4.000,3.683,0.473,0.000,0,100.000,3,58.331,43.843,1,
g001021,100,502,10.141,17.000,10.040,2.867,48.805,0,51.195,3,48.050,30.266,,
g001022,881,142303,36.710,370.000,323.049,14.541,0.000,0,100.000,1,2.000,0.000,1,
g001023,1981,3633,0.185,4.000,3.668,0.488,0.000,0,100.000,3,61.187,43.831,1,
g001024,2828,339360,8.490,277.000,240.000,10.002,2.763,0,97.237,16,22.912,11.998,1,
g001025,500,1000,0.802,12.000,4.000,1.880,0.000,0,100.000,2,5.522,2.891,1,
g001026,82,105,3.162,4.000,2.561,0.767,0.000,0,100.000,7,762307.790,567754.956,1,
g001027,52,1326,100.000,51.000,51.000,0.000,0.000,0,100.000,3,143.824,84.770,,
g001028,604,842,0.462,4.000,2.788,0.736,0.000,0,100.000,7,273184.969,212730.916,1,
g001029,938,1869,0.425,6.000,3.985,0.663,0.000,0,100.000,6,16005.386,36644.599,1,
g001030,125,736,9.497,23.000,11.776,3.284,0.000,0,100.000,1,1.000,0.000,1,
g001031,1000,50000,10.010,121.000,100.000,5.682,0.000,0,100.000,12,27.487,11.104,1,
g001032,630,76424,38.572,629.000,242.616,182.399,0.000,0,100.000,1,6.000,0.000,,
g001033,640,4135,2.022,26.000,12.922,3.522,0.000,0,100.000,3,149.369,61.295,1,
g001034,1000,25000,5.005,77.000,50.000,6.903,0.000,0,100.000,2,5.506,2.876,1,
g001035,80,350,11.076,16.000,8.750,2.939,0.000,0,100.000,3,116.726,40.458,,
g001036,200,15721,79.000,171.000,157.210,5.940,49.354,0,50.646,2,25.544,14.463,1,
g001037,2070,1029989,48.099,2025.000,995.158,461.694,0.000,0,100.000,1,3.000,0.000,,
g001038,160,320,2.516,12.000,4.000,2.104,0.000,0,100.000,3,115.325,38.920,1,
g001039,364,5148,7.792,33.000,28.286,6.133,0.000,0,100.000,12,1.547,0.883,1,
g001040,191,302,1.664,4.000,3.162,0.614,0.000,0,100.000,2,8.444,3.940,1,
g001041,980,135555,28.258,795.000,276.643,112.924,0.000,0,100.000,13,9.963,2.782,1,
g001042,640,4135,2.022,27.000,12.922,3.554,0.000,0,100.000,3,102.842,18.948,1,
g001043,209,295,1.357,4.000,2.823,0.778,0.000,0,100.000,7,454004.949,368409.568,1,
g001044,1674,3348,0.239,4.000,4.000,0.000,0.000,0,100.000,16,1.728,9.443,1,1
g001045,1831,1846,0.110,4.000,2.016,0.664,0.000,0,100.000,5,3049.778,1480.211,1,
g001046,25,50,16.667,4.000,4.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001047,640,40896,20.000,156.000,127.800,10.201,0.000,0,100.000,3,107.305,27.796,1,
g001048,160,320,2.516,13.000,4.000,1.877,0.000,0,100.000,3,107.522,27.659,1,
g001049,139,202,2.106,4.000,2.906,0.821,0.000,0,100.000,7,594831.441,480672.913,1,
g001050,36,42,6.667,4.000,2.333,0.816,0.000,0,100.000,7,1259939.548,811316.868,,
g001051,40,240,30.769,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001052,234,331,1.214,4.000,2.829,0.714,0.000,0,100.000,7,439828.964,337488.287,1,
g001053,1000,5914,1.184,136.000,11.828,12.420,0.000,0,100.000,1,1.000,0.000,1,
g001054,6189,7409917,38.697,2855.000,2394.544,120.057,0.000,0,100.000,12,18.253,4.520,1,
g001057,640,960,0.469,10.000,3.000,1.666,0.000,0,100.000,3,107.208,26.458,1,
g001058,4098,4084157,48.651,4044.000,1993.244,1041.722,2.372,2,95.244,2,19.543,12.040,,
g001059,320,10208,20.000,85.000,63.800,7.206,0.000,0,100.000,3,110.063,31.960,1,
g001060,669,102196,45.736,352.000,305.519,13.083,0.000,0,100.000,16,0.017,0.017,1,
g001061,1720,366360,24.782,469.000,426.000,13.182,0.000,0,100.000,12,2.011,3.487,1,
g001062,100,495,10.000,20.000,9.900,2.795,0.000,0,100.000,2,5.586,2.833,,
g001063,575,82314,49.880,541.000,286.310,122.395,0.000,0,100.000,2,31.034,13.582,,
g001064,1200,3982,0.554,31.000,6.637,6.360,0.000,0,100.000,1,1.000,0.000,,
g001065,400,760,0.952,4.000,3.800,0.424,0.000,0,100.000,2,18.034,17.408,1,
g001066,6216,9243192,47.852,3094.000,2974.000,28.979,0.000,0,100.000,12,2.610,29.731,1,
g001067,32,45,9.073,4.000,2.812,0.808,0.000,0,100.000,1,1.000,0.000,,
g001069,640,960,0.469,11.000,3.000,1.705,0.000,0,100.000,3,108.924,29.918,1,
g001070,3581,891669,13.911,518.000,498.000,5.128,76.657,0,23.343,1,1.000,0.000,,
g001071,343,1029,1.754,6.000,6.000,0.000,51.020,0,48.980,6,77961.061,58755.147,1,
